Class,Image,Image mean intensity,No of Dots,Average intensity of bright region,Average intensity of dark region
Bacteria,WIN_20230328_17_50_41_Pro.jpg,9.01434949,2,107.2567568,1.529855868
Bacteria,WIN_20230328_17_50_58_Pro (2).jpg,10.81377551,10,102.1666667,2.41643454
Bacteria,WIN_20230328_17_50_58_Pro.jpg,10.80038265,9,102.2878788,2.390668524
Bacteria,WIN_20230328_17_51_14_Pro.jpg,8.590561224,1,107.7,1.113168724
Bacteria,WIN_20230328_17_51_15_Pro.jpg,8.656887755,1,107.7,1.184499314
Bacteria,WIN_20230328_17_51_28_Pro.jpg,9.195790816,4,106.5371179,1.527691778
Bacteria,WIN_20230328_17_51_29_Pro.jpg,9.209502551,4,106.7938596,1.558459422
Bacteria,bBACTERIA ON D0000 (1).tif,19.52200255,7,95.68787276,4.971515382
Bacteria,bBACTERIA ON D0000 (2).tif,20.54304847,6,99.41106719,5.369201521
Bacteria,bBACTERIA ON D0000 (3).tif,18.55899235,16,123.1205674,8.22740014
Bacteria,bBACTERIA ON D0000 (4).tif,18.81696429,14,123.3608247,8.123725835
Bacteria,bBACTERIA ON D0000 (5).tif,17.35682398,16,77.19774011,5.158925144
Bacteria,bBACTERIA ON D0000 (6).tif,17.35076531,14,77.00190114,5.329118774
Bacteria,bBACTERIA ON D0000 (7).tif,18.42857143,25,70.76439791,6.728053063
Bacteria,bBACTERIA ON D0000 (8).tif,18.48756378,27,70.53872633,6.651272016
Bacteria,bBACTERIA ON D0000.tif,9.900510204,1,108.9,2.431412894
Bacteria,bBACTERIA ON D0001.tif,9.838010204,1,109.1409091,2.346021948
Bacteria,bBACTERIA ON D0002.tif,27.26403061,17,101.7447761,7.027980535
Bacteria,bBACTERIA ON D0003.tif,28.5625,15,105.9237537,7.062754686
Bacteria,bBACTERIA ON D0004.tif,25.53507653,20,106.6108787,10.95485327
Bacteria,bBACTERIA ON D0005.tif,26.44100765,17,113.1159737,11.65546846
Bacteria,bBACTERIA ON D0006.tif,24.34024235,21,108.4260204,12.32798834
Bacteria,bBACTERIA ON D0007.tif,24.0625,20,105.6732187,11.89116893
Bacteria,dBACTERIA ON D0000 (1).tif,21.60235969,22,107.5212264,8.169616519
Bacteria,dBACTERIA ON D0000 (2).tif,22.01243622,20,108.5940367,8.031111111
Bacteria,dBACTERIA ON D0000 (3).tif,32.92538265,36,119.4914089,13.19890368
Bacteria,dBACTERIA ON D0000 (4).tif,32.3721301,38,118.2193437,12.93312476
Bacteria,dBACTERIA ON D0000 (5).tif,31.39572704,25,105.3647059,10.91571661
Bacteria,dBACTERIA ON D0000 (6).tif,31.43558673,27,103.9174964,10.49239622
Bacteria,dBACTERIA ON D0000 (7).tif,31.60714286,30,106.9259843,12.48380648
Bacteria,dBACTERIA ON D0000 (8).tif,31.69387755,33,108.066343,12.94956315
