mean_intensity,var_intensity,area_white,hist_entropy,contrast,edge_density,hist_bin0,hist_bin1,hist_bin2,hist_bin3,hist_bin4,hist_bin5,hist_bin6,hist_bin7,hist_bin8,hist_bin9,hist_bin10,hist_bin11,hist_bin12,hist_bin13,hist_bin14,hist_bin15,hist_bin16,hist_bin17,hist_bin18,hist_bin19,hist_bin20,hist_bin21,hist_bin22,hist_bin23,hist_bin24,hist_bin25,hist_bin26,hist_bin27,hist_bin28,hist_bin29,hist_bin30,hist_bin31,label,time
4.01904296875,42.35962271690369,0.08343505859375,0.7168607056201396,0.053119517313386454,0.013427734375,0.88482666015625,0.06011962890625,0.03802490234375,0.00927734375,0.00341796875,0.001220703125,0.000732421875,0.00067138671875,0.0003662109375,0.00018310546875,0.00042724609375,0.000244140625,0.00030517578125,6.103515625e-05,0.0,0.0,0.0,6.103515625e-05,0.0,0.0,0.0,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,0
3.32733154296875,23.866669978946447,0.08111572265625,0.5392897085802031,0.049148671270079075,0.0032958984375,0.91015625,0.05853271484375,0.02874755859375,0.001220703125,0.0003662109375,0.0001220703125,0.0001220703125,0.0001220703125,0.000244140625,6.103515625e-05,0.0,6.103515625e-05,6.103515625e-05,0.0,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.103515625e-05,6.103515625e-05,DI,0
4.22332763671875,65.59105494245887,0.08642578125,0.7453383003727524,0.05307360267002502,0.0069580078125,0.8809814453125,0.05126953125,0.045654296875,0.015625,0.00225830078125,0.00140380859375,0.00054931640625,0.0003662109375,0.00030517578125,0.00030517578125,0.0001220703125,0.0001220703125,0.0001220703125,6.103515625e-05,0.0,0.0001220703125,0.0001220703125,0.0,0.0,6.103515625e-05,0.0,0.0001220703125,6.103515625e-05,6.103515625e-05,0.0,0.0,6.103515625e-05,6.103515625e-05,0.0,0.0001220703125,0.0,6.103515625e-05,DI,0
4.30145263671875,49.45044710859656,0.1014404296875,0.7867609546799046,0.05778347570179665,0.0133056640625,0.86578369140625,0.06158447265625,0.05810546875,0.00848388671875,0.00225830078125,0.00115966796875,0.0003662109375,0.0003662109375,0.000732421875,0.00030517578125,0.0001220703125,0.0001220703125,6.103515625e-05,0.0001220703125,0.0,0.0,6.103515625e-05,0.0001220703125,6.103515625e-05,6.103515625e-05,0.0,0.0,0.0,6.103515625e-05,0.0,0.0,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,DI,0
3.08428955078125,18.640783455222845,0.06109619140625,0.4403216202194909,0.05117159056387004,0.00732421875,0.92852783203125,0.059814453125,0.00738525390625,0.0015869140625,0.00067138671875,0.0003662109375,0.00048828125,0.00042724609375,0.00018310546875,0.0001220703125,0.0,0.0001220703125,0.0001220703125,0.0,0.0,0.0,0.0001220703125,0.0,0.0,0.0,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,0
4.29425048828125,92.673365380615,0.00439453125,0.7382156105123083,0.05389929305297832,0.0189208984375,0.88299560546875,0.06207275390625,0.03778076171875,0.00762939453125,0.00238037109375,0.0018310546875,0.00042724609375,0.000732421875,0.00030517578125,0.000732421875,0.00048828125,0.0001220703125,0.000244140625,0.0001220703125,0.00030517578125,0.00018310546875,0.00042724609375,0.0,0.0001220703125,6.103515625e-05,0.00030517578125,0.0001220703125,0.0001220703125,0.0001220703125,0.0,0.0001220703125,0.0,0.00018310546875,0.0,6.103515625e-05,0.0,0.0,DI,0
3.74456787109375,35.04541116580367,0.07098388671875,0.6518860049335803,0.0503474054831866,0.0125732421875,0.89501953125,0.06256103515625,0.03076171875,0.00543212890625,0.00238037109375,0.00103759765625,0.00079345703125,0.0003662109375,0.000244140625,0.00048828125,0.00018310546875,0.0003662109375,6.103515625e-05,0.0001220703125,6.103515625e-05,6.103515625e-05,0.0,0.0,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,0
3.78692626953125,38.13471433147788,0.070556640625,0.6622663762419437,0.05346777103895678,0.01312255859375,0.8934326171875,0.06201171875,0.03228759765625,0.00616455078125,0.00213623046875,0.0008544921875,0.00067138671875,0.0003662109375,0.00048828125,0.0003662109375,0.00048828125,0.00018310546875,0.00018310546875,0.00018310546875,0.0,0.0,0.0,0.0001220703125,0.0,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,0
3.48272705078125,39.03351512178779,0.04351806640625,0.5453351155260325,0.044086141469227194,0.01348876953125,0.91943359375,0.04766845703125,0.02032470703125,0.006103515625,0.002685546875,0.00091552734375,0.0006103515625,0.00030517578125,0.0003662109375,0.0,0.00054931640625,6.103515625e-05,0.0003662109375,6.103515625e-05,0.0001220703125,0.0001220703125,0.0,0.0001220703125,0.0001220703125,0.0,0.0,0.0,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,0
4.27471923828125,44.77090385183692,0.099853515625,0.8016597476512584,0.053952785956726215,0.0125732421875,0.863525390625,0.06683349609375,0.0518798828125,0.0111083984375,0.00347900390625,0.0008544921875,0.0006103515625,0.00048828125,6.103515625e-05,0.0001220703125,0.00030517578125,0.000244140625,0.0001220703125,0.0001220703125,0.0,0.0001220703125,0.0,0.0,0.0,0.0,6.103515625e-05,0.0,0.0,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,0
3.802001953125,28.490215718746185,0.0711669921875,0.6358442650265679,0.06133411216361628,0.007568359375,0.9002685546875,0.05438232421875,0.03045654296875,0.00860595703125,0.0032958984375,0.00140380859375,0.0006103515625,0.00042724609375,0.000244140625,0.000244140625,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,10
3.5374755859375,35.03216491639614,0.00689697265625,0.5250081115952557,0.061106505150738614,0.01226806640625,0.92138671875,0.05126953125,0.0172119140625,0.00408935546875,0.0018310546875,0.00091552734375,0.000732421875,0.00067138671875,0.00018310546875,0.00048828125,0.00048828125,0.0001220703125,0.0,0.0001220703125,0.0001220703125,0.0001220703125,0.0001220703125,0.0,0.0001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,10
4.372314453125,76.06707042455673,0.00775146484375,0.7148484811281436,0.06033997517239609,0.015869140625,0.8944091796875,0.0462646484375,0.03448486328125,0.01239013671875,0.004150390625,0.00152587890625,0.00146484375,0.00079345703125,0.00079345703125,0.00067138671875,0.0003662109375,0.00048828125,0.00067138671875,0.00030517578125,0.00030517578125,0.000244140625,0.00018310546875,0.00018310546875,6.103515625e-05,6.103515625e-05,6.103515625e-05,0.0,0.0001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,10
4.09051513671875,33.885178592056036,0.08673095703125,0.7234074316233716,0.06132346831963039,0.00616455078125,0.88055419921875,0.05889892578125,0.04534912109375,0.0093994140625,0.00323486328125,0.0008544921875,0.00054931640625,0.00030517578125,0.00030517578125,0.0001220703125,0.000244140625,0.0001220703125,0.0,0.0,0.0,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,10
3.05975341796875,16.860748376697302,0.00146484375,0.36843030906595775,0.06105384260183424,0.00927734375,0.94403076171875,0.04644775390625,0.005126953125,0.0023193359375,0.0006103515625,0.00018310546875,0.000244140625,0.00018310546875,0.00030517578125,0.0,0.0001220703125,6.103515625e-05,6.103515625e-05,6.103515625e-05,0.0001220703125,0.0,0.0,0.0,6.103515625e-05,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,10
3.9102783203125,51.638800606131554,0.0079345703125,0.6133951197237304,0.061748993187765285,0.021240234375,0.9091796875,0.0489501953125,0.02655029296875,0.00640869140625,0.00244140625,0.00091552734375,0.00128173828125,0.0008544921875,0.000732421875,0.00079345703125,0.0003662109375,0.00030517578125,0.00048828125,0.000244140625,6.103515625e-05,0.0001220703125,0.0,6.103515625e-05,0.0001220703125,0.0001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,10
3.50164794921875,22.181271698325872,0.06011962890625,0.5379857351529613,0.06150029180790645,0.00750732421875,0.9161376953125,0.0557861328125,0.018798828125,0.004638671875,0.002197265625,0.0008544921875,0.0006103515625,0.00054931640625,0.0001220703125,0.0,0.0001220703125,0.0,0.0001220703125,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,10
3.4920654296875,18.877744659781456,0.06854248046875,0.5499219049364122,0.06119727337638637,0.0040283203125,0.91290283203125,0.0557861328125,0.02252197265625,0.00531005859375,0.0020751953125,0.00079345703125,0.000244140625,0.000244140625,6.103515625e-05,0.0,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,10
3.31390380859375,15.720861371606588,0.0599365234375,0.4949118587792853,0.06029893971555537,0.00140380859375,0.923095703125,0.05084228515625,0.01904296875,0.00421142578125,0.00177001953125,0.00067138671875,0.000244140625,0.0,0.0001220703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,10
3.92108154296875,27.949887599796057,0.08709716796875,0.68732308439173,0.061593021833308476,0.00494384765625,0.88494873046875,0.06268310546875,0.0411376953125,0.0068359375,0.0028076171875,0.000732421875,0.00030517578125,0.0001220703125,0.00018310546875,6.103515625e-05,6.103515625e-05,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,10
3.8466796875,27.589163780212402,0.08135986328125,0.641902245861663,0.06257571111162435,0.00347900390625,0.89923095703125,0.05084228515625,0.03411865234375,0.010009765625,0.0032958984375,0.00128173828125,0.0008544921875,0.000244140625,6.103515625e-05,0.0,6.103515625e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DI,15
